Animal ID,Experiment,Trial,Box,Animal,Group,Component Name,Freeze Cnt,Time Freezing,Pct Total Time Freezing,Pct Component Time Freezing,Avg Motion Index,Min Motion Index,Max Motion Index,Genotype,Sex,Lifestyle,Diet,Weight,Age_Months
220509_11,VF060622_104004,day0_Trial4,Chamber1,,,Shock 3,0,0.0,0.0,0.0,368.97,0,1535,APOE44,female,Sedentary,Control,29.0,19.53333333
220509_12,VF060622_104004,day0_Trial4,Chamber 2,,,Sound 1,4,2.733,0.53,9.11,164.11,0,873,APOE22,female,Sedentary,Control,25.0,13.4
220509_12,VF060622_104004,day0_Trial4,Chamber 2,,,Sound 2,4,2.533,0.49,8.44,117.96,0,588,APOE22,female,Sedentary,Control,25.0,13.4
220509_12,VF060622_104004,day0_Trial4,Chamber 2,,,Sound 3,6,10.3,2.0,34.33,47.9,0,411,APOE22,female,Sedentary,Control,25.0,13.4
220509_12,VF060622_104004,day0_Trial4,Chamber 2,,,Shock 1,0,0.0,0.0,0.0,839.45,5,2819,APOE22,female,Sedentary,Control,25.0,13.4
220509_12,VF060622_104004,day0_Trial4,Chamber 2,,,Shock 2,0,0.0,0.0,0.0,1043.72,48,3185,APOE22,female,Sedentary,Control,25.0,13.4
220509_12,VF060622_104004,day0_Trial4,Chamber 2,,,Shock 3,0,0.0,0.0,0.0,1088.28,101,3501,APOE22,female,Sedentary,Control,25.0,13.4
220509_13,VF060622_105237,day0_Trial 5,Chamber1,,,Sound 1,13,9.667,1.87,32.22,52.15,0,487,APOE22,female,Sedentary,Control,26.0,13.16666667
220509_13,VF060622_105237,day0_Trial 5,Chamber1,,,Sound 2,18,23.133,4.48,77.11,6.0,0,103,APOE22,female,Sedentary,Control,26.0,13.16666667
220509_13,VF060622_105237,day0_Trial 5,Chamber1,,,Sound 3,10,24.833,4.81,82.78,5.48,0,264,APOE22,female,Sedentary,Control,26.0,13.16666667
220509_13,VF060622_105237,day0_Trial 5,Chamber1,,,Shock 1,0,0.0,0.0,0.0,462.38,0,1627,APOE22,female,Sedentary,Control,26.0,13.16666667
220509_13,VF060622_105237,day0_Trial 5,Chamber1,,,Shock 2,0,0.0,0.0,0.0,289.62,1,1076,APOE22,female,Sedentary,Control,26.0,13.16666667
220509_13,VF060622_105237,day0_Trial 5,Chamber1,,,Shock 3,0,0.0,0.0,0.0,418.05,18,2078,APOE22,female,Sedentary,Control,26.0,13.16666667
220509_14,VF060622_105237,day0_Trial 5,Chamber 2,,,Sound 1,0,0.0,0.0,0.0,314.95,5,904,APOE22,female,Sedentary,Control,26.0,13.16666667
220509_14,VF060622_105237,day0_Trial 5,Chamber 2,,,Sound 2,1,0.333,0.06,1.11,123.88,0,1094,APOE22,female,Sedentary,Control,26.0,13.16666667
220509_14,VF060622_105237,day0_Trial 5,Chamber 2,,,Sound 3,9,8.567,1.66,28.56,112.37,0,985,APOE22,female,Sedentary,Control,26.0,13.16666667
220509_14,VF060622_105237,day0_Trial 5,Chamber 2,,,Shock 1,0,0.0,0.0,0.0,994.88,208,3880,APOE22,female,Sedentary,Control,26.0,13.16666667
220509_14,VF060622_105237,day0_Trial 5,Chamber 2,,,Shock 2,0,0.0,0.0,0.0,719.78,1,1698,APOE22,female,Sedentary,Control,26.0,13.16666667
220509_14,VF060622_105237,day0_Trial 5,Chamber 2,,,Shock 3,0,0.0,0.0,0.0,994.92,0,2832,APOE22,female,Sedentary,Control,26.0,13.16666667
220606_1,VF070522_103958,day0_trial1,Chamber1,,,Sound 1,12,9.1,1.76,30.33,39.13,0,313,APOE33HN,male,Sedentary,Control,33.0,19.4
220606_1,VF070522_103958,day0_trial1,Chamber1,,,Sound 2,15,10.7,2.07,35.67,19.97,0,220,APOE33HN,male,Sedentary,Control,33.0,19.4
220606_1,VF070522_103958,day0_trial1,Chamber1,,,Sound 3,20,21.267,4.12,70.89,6.25,0,72,APOE33HN,male,Sedentary,Control,33.0,19.4
220606_1,VF070522_103958,day0_trial1,Chamber1,,,Shock 1,0,0.0,0.0,0.0,499.32,9,1811,APOE33HN,male,Sedentary,Control,33.0,19.4
220606_1,VF070522_103958,day0_trial1,Chamber1,,,Shock 2,0,0.0,0.0,0.0,464.7,0,1291,APOE33HN,male,Sedentary,Control,33.0,19.4
220606_1,VF070522_103958,day0_trial1,Chamber1,,,Shock 3,0,0.0,0.0,0.0,516.78,5,1502,APOE33HN,male,Sedentary,Control,33.0,19.4
220606_2,VF070522_103958,day0_trial1,Chamber 2,,,Sound 1,0,0.0,0.0,0.0,325.74,0,1173,APOE44HN,female,Sedentary,Control,30.0,20.633333333333300
220606_2,VF070522_103958,day0_trial1,Chamber 2,,,Sound 2,5,5.4,1.05,18.0,114.46,0,664,APOE44HN,female,Sedentary,Control,30.0,20.633333333333300
220606_2,VF070522_103958,day0_trial1,Chamber 2,,,Sound 3,10,20.867,4.04,69.56,13.14,0,185,APOE44HN,female,Sedentary,Control,30.0,20.633333333333300
220606_2,VF070522_103958,day0_trial1,Chamber 2,,,Shock 1,0,0.0,0.0,0.0,1082.3,100,4633,APOE44HN,female,Sedentary,Control,30.0,20.633333333333300
220606_2,VF070522_103958,day0_trial1,Chamber 2,,,Shock 2,0,0.0,0.0,0.0,1255.87,111,4500,APOE44HN,female,Sedentary,Control,30.0,20.633333333333300
220606_2,VF070522_103958,day0_trial1,Chamber 2,,,Shock 3,0,0.0,0.0,0.0,910.15,0,1903,APOE44HN,female,Sedentary,Control,30.0,20.633333333333300
220606_3,VF070522_105247,day0_trial2,Chamber1,,,Sound 1,3,1.7,0.33,5.67,105.41,0,985,APOE44HN,female,Sedentary,Control,32.0,20.633333333333300
220606_3,VF070522_105247,day0_trial2,Chamber1,,,Sound 2,7,4.767,0.92,15.89,37.24,0,308,APOE44HN,female,Sedentary,Control,32.0,20.633333333333300
220606_3,VF070522_105247,day0_trial2,Chamber1,,,Sound 3,13,11.067,2.14,36.89,23.08,0,405,APOE44HN,female,Sedentary,Control,32.0,20.633333333333300
220606_3,VF070522_105247,day0_trial2,Chamber1,,,Shock 1,0,0.0,0.0,0.0,550.78,11,2656,APOE44HN,female,Sedentary,Control,32.0,20.633333333333300
220606_3,VF070522_105247,day0_trial2,Chamber1,,,Shock 2,0,0.0,0.0,0.0,363.83,44,926,APOE44HN,female,Sedentary,Control,32.0,20.633333333333300
220606_3,VF070522_105247,day0_trial2,Chamber1,,,Shock 3,0,0.0,0.0,0.0,334.22,0,846,APOE44HN,female,Sedentary,Control,32.0,20.633333333333300
220606_4,VF070522_105247,day0_trial2,Chamber 2,,,Sound 1,0,0.0,0.0,0.0,339.33,0,1452,APOE44HN,female,Sedentary,Control,28.0,20.633333333333300
220606_4,VF070522_105247,day0_trial2,Chamber 2,,,Sound 2,3,1.233,0.24,4.11,155.69,0,656,APOE44HN,female,Sedentary,Control,28.0,20.633333333333300
220606_4,VF070522_105247,day0_trial2,Chamber 2,,,Sound 3,17,9.567,1.85,31.89,36.2,0,347,APOE44HN,female,Sedentary,Control,28.0,20.633333333333300
220606_4,VF070522_105247,day0_trial2,Chamber 2,,,Shock 1,0,0.0,0.0,0.0,1292.95,379,3396,APOE44HN,female,Sedentary,Control,28.0,20.633333333333300
220606_4,VF070522_105247,day0_trial2,Chamber 2,,,Shock 2,0,0.0,0.0,0.0,1044.22,91,2735,APOE44HN,female,Sedentary,Control,28.0,20.633333333333300
220606_4,VF070522_105247,day0_trial2,Chamber 2,,,Shock 3,0,0.0,0.0,0.0,798.9,1,1964,APOE44HN,female,Sedentary,Control,28.0,20.633333333333300
220606_5,VF070522_110441,day0_trial3,Chamber1,,,Sound 1,0,0.0,0.0,0.0,96.64,0,677,APOE44HN,female,Sedentary,Control,32.0,20.6
220606_5,VF070522_110441,day0_trial3,Chamber1,,,Sound 2,24,14.933,2.89,49.78,11.78,0,104,APOE44HN,female,Sedentary,Control,32.0,20.6
220606_5,VF070522_110441,day0_trial3,Chamber1,,,Sound 3,30,18.867,3.66,62.89,8.06,0,102,APOE44HN,female,Sedentary,Control,32.0,20.6
220606_5,VF070522_110441,day0_trial3,Chamber1,,,Shock 1,0,0.0,0.0,0.0,433.8,15,1990,APOE44HN,female,Sedentary,Control,32.0,20.6
220606_5,VF070522_110441,day0_trial3,Chamber1,,,Shock 2,0,0.0,0.0,0.0,452.13,0,3053,APOE44HN,female,Sedentary,Control,32.0,20.6
220606_5,VF070522_110441,day0_trial3,Chamber1,,,Shock 3,0,0.0,0.0,0.0,371.7,0,1231,APOE44HN,female,Sedentary,Control,32.0,20.6
220606_6,VF070522_110441,day0_trial3,Chamber 2,,,Sound 1,0,0.0,0.0,0.0,369.2,0,1461,APOE44HN,female,Sedentary,Control,26.0,20.6
220606_6,VF070522_110441,day0_trial3,Chamber 2,,,Sound 2,2,1.267,0.25,4.22,155.46,0,727,APOE44HN,female,Sedentary,Control,26.0,20.6
220606_6,VF070522_110441,day0_trial3,Chamber 2,,,Sound 3,10,9.633,1.87,32.11,48.12,0,571,APOE44HN,female,Sedentary,Control,26.0,20.6
220606_6,VF070522_110441,day0_trial3,Chamber 2,,,Shock 1,0,0.0,0.0,0.0,1302.1,148,3840,APOE44HN,female,Sedentary,Control,26.0,20.6
220606_6,VF070522_110441,day0_trial3,Chamber 2,,,Shock 2,0,0.0,0.0,0.0,1115.93,110,3145,APOE44HN,female,Sedentary,Control,26.0,20.6
220606_6,VF070522_110441,day0_trial3,Chamber 2,,,Shock 3,0,0.0,0.0,0.0,1220.1,69,2909,APOE44HN,female,Sedentary,Control,26.0,20.6
220606_7,VF070522_111607,day0_trial4,Chamber1,,,Sound 1,4,1.9,0.37,6.33,99.74,0,783,APOE44,male,Sedentary,HFD,40.0,20.6
220606_7,VF070522_111607,day0_trial4,Chamber1,,,Sound 2,12,9.9,1.92,33.0,26.56,0,300,APOE44,male,Sedentary,HFD,40.0,20.6
220606_7,VF070522_111607,day0_trial4,Chamber1,,,Sound 3,13,25.767,4.99,85.89,2.81,0,71,APOE44,male,Sedentary,HFD,40.0,20.6
220606_7,VF070522_111607,day0_trial4,Chamber1,,,Shock 1,0,0.0,0.0,0.0,438.97,0,1643,APOE44,male,Sedentary,HFD,40.0,20.6
220606_7,VF070522_111607,day0_trial4,Chamber1,,,Shock 2,0,0.0,0.0,0.0,410.77,0,1764,APOE44,male,Sedentary,HFD,40.0,20.6
220606_7,VF070522_111607,day0_trial4,Chamber1,,,Shock 3,0,0.0,0.0,0.0,356.53,0,956,APOE44,male,Sedentary,HFD,40.0,20.6
220606_8,VF070522_111607,day0_trial4,Chamber 2,,,Sound 1,0,0.0,0.0,0.0,240.06,0,1145,APOE44,male,Sedentary,HFD,48.0,20.6
220606_8,VF070522_111607,day0_trial4,Chamber 2,,,Sound 2,11,10.5,2.03,35.0,68.48,0,595,APOE44,male,Sedentary,HFD,48.0,20.6
220606_8,VF070522_111607,day0_trial4,Chamber 2,,,Sound 3,7,22.8,4.42,76.0,16.35,0,391,APOE44,male,Sedentary,HFD,48.0,20.6
220606_8,VF070522_111607,day0_trial4,Chamber 2,,,Shock 1,0,0.0,0.0,0.0,1113.63,102,3161,APOE44,male,Sedentary,HFD,48.0,20.6
220606_8,VF070522_111607,day0_trial4,Chamber 2,,,Shock 2,0,0.0,0.0,0.0,1083.93,68,3971,APOE44,male,Sedentary,HFD,48.0,20.6
220606_8,VF070522_111607,day0_trial4,Chamber 2,,,Shock 3,0,0.0,0.0,0.0,981.55,0,3215,APOE44,male,Sedentary,HFD,48.0,20.6
220606_9,VF070522_112813,day0_trial5,Chamber1,,,Sound 1,12,5.467,1.06,18.22,60.33,0,447,APOE44,female,Sedentary,Control,28.0,20.6
220606_9,VF070522_112813,day0_trial5,Chamber1,,,Sound 2,14,11.367,2.2,37.89,27.91,0,497,APOE44,female,Sedentary,Control,28.0,20.6
220606_9,VF070522_112813,day0_trial5,Chamber1,,,Sound 3,17,20.133,3.9,67.11,7.8,0,139,APOE44,female,Sedentary,Control,28.0,20.6
220606_9,VF070522_112813,day0_trial5,Chamber1,,,Shock 1,0,0.0,0.0,0.0,402.52,4,2043,APOE44,female,Sedentary,Control,28.0,20.6
220606_9,VF070522_112813,day0_trial5,Chamber1,,,Shock 2,0,0.0,0.0,0.0,284.12,0,1178,APOE44,female,Sedentary,Control,28.0,20.6
220606_9,VF070522_112813,day0_trial5,Chamber1,,,Shock 3,0,0.0,0.0,0.0,314.12,1,1273,APOE44,female,Sedentary,Control,28.0,20.6
220606_10,VF070522_112813,day0_trial5,Chamber 2,,,Sound 1,0,0.0,0.0,0.0,410.02,1,1594,APOE44,female,Sedentary,Control,26.0,20.6
220606_10,VF070522_112813,day0_trial5,Chamber 2,,,Sound 2,11,9.733,1.89,32.44,134.65,0,1355,APOE44,female,Sedentary,Control,26.0,20.6
220606_10,VF070522_112813,day0_trial5,Chamber 2,,,Sound 3,15,16.4,3.18,54.67,33.19,0,433,APOE44,female,Sedentary,Control,26.0,20.6
220606_10,VF070522_112813,day0_trial5,Chamber 2,,,Shock 1,0,0.0,0.0,0.0,1496.28,230,4831,APOE44,female,Sedentary,Control,26.0,20.6
220606_10,VF070522_112813,day0_trial5,Chamber 2,,,Shock 2,0,0.0,0.0,0.0,1260.7,203,2912,APOE44,female,Sedentary,Control,26.0,20.6
220606_10,VF070522_112813,day0_trial5,Chamber 2,,,Shock 3,0,0.0,0.0,0.0,1387.97,0,4323,APOE44,female,Sedentary,Control,26.0,20.6
220606_11,VF070522_113942,day0_trial6,Chamber1,,,Sound 1,24,20.3,3.93,67.67,18.2,0,709,APOE22,male,Sedentary,Control,30.0,14.266666666666700
220606_11,VF070522_113942,day0_trial6,Chamber1,,,Sound 2,18,22.767,4.41,75.89,6.08,0,124,APOE22,male,Sedentary,Control,30.0,14.266666666666700
220606_11,VF070522_113942,day0_trial6,Chamber1,,,Sound 3,3,29.9,5.79,99.67,0.21,0,22,APOE22,male,Sedentary,Control,30.0,14.266666666666700
220606_11,VF070522_113942,day0_trial6,Chamber1,,,Shock 1,0,0.0,0.0,0.0,188.43,0,728,APOE22,male,Sedentary,Control,30.0,14.266666666666700
220606_11,VF070522_113942,day0_trial6,Chamber1,,,Shock 2,0,0.0,0.0,0.0,389.03,0,2213,APOE22,male,Sedentary,Control,30.0,14.266666666666700
220606_11,VF070522_113942,day0_trial6,Chamber1,,,Shock 3,0,0.0,0.0,0.0,370.43,0,1601,APOE22,male,Sedentary,Control,30.0,14.266666666666700
220606_12,VF070522_113942,day0_trial6,Chamber 2,,,Sound 1,0,0.0,0.0,0.0,298.64,1,1430,APOE22,male,Sedentary,Control,31.0,14.266666666666700
220606_12,VF070522_113942,day0_trial6,Chamber 2,,,Sound 2,5,2.8,0.54,9.33,184.45,0,994,APOE22,male,Sedentary,Control,31.0,14.266666666666700
220606_12,VF070522_113942,day0_trial6,Chamber 2,,,Sound 3,12,22.3,4.32,74.33,11.01,0,177,APOE22,male,Sedentary,Control,31.0,14.266666666666700
220606_12,VF070522_113942,day0_trial6,Chamber 2,,,Shock 1,0,0.0,0.0,0.0,1383.33,14,4261,APOE22,male,Sedentary,Control,31.0,14.266666666666700
220606_12,VF070522_113942,day0_trial6,Chamber 2,,,Shock 2,0,0.0,0.0,0.0,1072.1,60,3741,APOE22,male,Sedentary,Control,31.0,14.266666666666700
220606_12,VF070522_113942,day0_trial6,Chamber 2,,,Shock 3,0,0.0,0.0,0.0,1028.52,0,3108,APOE22,male,Sedentary,Control,31.0,14.266666666666700
220606_13,VF070522_115149,day0_trial7,Chamber1,,,Sound 1,3,1.633,0.32,5.44,65.64,0,427,APOE22,male,Sedentary,Control,31.0,14.266666666666700
220606_13,VF070522_115149,day0_trial7,Chamber1,,,Sound 2,12,18.1,3.51,60.33,18.49,0,638,APOE22,male,Sedentary,Control,31.0,14.266666666666700
220606_13,VF070522_115149,day0_trial7,Chamber1,,,Sound 3,16,26.4,5.12,88.0,3.5,0,186,APOE22,male,Sedentary,Control,31.0,14.266666666666700
220606_13,VF070522_115149,day0_trial7,Chamber1,,,Shock 1,0,0.0,0.0,0.0,508.3,0,2993,APOE22,male,Sedentary,Control,31.0,14.266666666666700
220606_13,VF070522_115149,day0_trial7,Chamber1,,,Shock 2,0,0.0,0.0,0.0,372.85,21,978,APOE22,male,Sedentary,Control,31.0,14.266666666666700
220606_13,VF070522_115149,day0_trial7,Chamber1,,,Shock 3,0,0.0,0.0,0.0,371.72,0,1671,APOE22,male,Sedentary,Control,31.0,14.266666666666700
220606_14,VF070522_115149,day0_trial7,Chamber 2,,,Sound 1,7,4.3,0.83,14.33,151.26,0,1232,APOE22,male,Sedentary,Control,33.0,14.266666666666700
220606_14,VF070522_115149,day0_trial7,Chamber 2,,,Sound 2,11,8.833,1.71,29.44,101.86,0,707,APOE22,male,Sedentary,Control,33.0,14.266666666666700
220606_14,VF070522_115149,day0_trial7,Chamber 2,,,Sound 3,10,16.8,3.26,56.0,27.44,0,306,APOE22,male,Sedentary,Control,33.0,14.266666666666700
220606_14,VF070522_115149,day0_trial7,Chamber 2,,,Shock 1,0,0.0,0.0,0.0,969.93,2,3498,APOE22,male,Sedentary,Control,33.0,14.266666666666700
220606_14,VF070522_115149,day0_trial7,Chamber 2,,,Shock 2,0,0.0,0.0,0.0,743.58,37,2288,APOE22,male,Sedentary,Control,33.0,14.266666666666700
220606_14,VF070522_115149,day0_trial7,Chamber 2,,,Shock 3,0,0.0,0.0,0.0,765.18,8,1848,APOE22,male,Sedentary,Control,33.0,14.266666666666700
220808_1,VF082922_101302,Trial_1,Chamber1,,,Sound 1,21,17.167,3.33,57.22,17.83,0,537,APOE44HN,male,Sedentary,Control,22.0,15.266666666666700
220808_1,VF082922_101302,Trial_1,Chamber1,,,Sound 2,20,19.033,3.69,63.44,11.82,0,195,APOE44HN,male,Sedentary,Control,22.0,15.266666666666700
220808_1,VF082922_101302,Trial_1,Chamber1,,,Sound 3,8,29.0,5.62,96.67,1.31,0,41,APOE44HN,male,Sedentary,Control,22.0,15.266666666666700
220808_1,VF082922_101302,Trial_1,Chamber1,,,Shock 1,0,0.0,0.0,0.0,306.32,3,1845,APOE44HN,male,Sedentary,Control,22.0,15.266666666666700
220808_1,VF082922_101302,Trial_1,Chamber1,,,Shock 2,0,0.0,0.0,0.0,298.82,13,1012,APOE44HN,male,Sedentary,Control,22.0,15.266666666666700
220808_1,VF082922_101302,Trial_1,Chamber1,,,Shock 3,0,0.0,0.0,0.0,412.12,4,1473,APOE44HN,male,Sedentary,Control,22.0,15.266666666666700
220808_2,VF082922_101302,Trial_1,Chamber2,,,Sound 1,19,12.067,2.34,40.22,101.81,0,812,APOE44HN,male,Sedentary,Control,18.0,15.266666666666700
220808_2,VF082922_101302,Trial_1,Chamber2,,,Sound 2,14,12.5,2.42,41.67,72.56,0,687,APOE44HN,male,Sedentary,Control,18.0,15.266666666666700
220808_2,VF082922_101302,Trial_1,Chamber2,,,Sound 3,13,17.567,3.4,58.56,27.16,0,414,APOE44HN,male,Sedentary,Control,18.0,15.266666666666700
220808_2,VF082922_101302,Trial_1,Chamber2,,,Shock 1,0,0.0,0.0,0.0,993.42,88,3315,APOE44HN,male,Sedentary,Control,18.0,15.266666666666700
220808_2,VF082922_101302,Trial_1,Chamber2,,,Shock 2,0,0.0,0.0,0.0,829.58,21,2200,APOE44HN,male,Sedentary,Control,18.0,15.266666666666700
220808_2,VF082922_101302,Trial_1,Chamber2,,,Shock 3,0,0.0,0.0,0.0,937.1,7,2852,APOE44HN,male,Sedentary,Control,18.0,15.266666666666700
220808_3,VF082922_102847,Trial_2,Chamber1,,,Sound 1,18,11.9,2.31,39.67,30.68,0,281,APOE44HN,male,Sedentary,Control,20.0,15.266666666666700
220808_3,VF082922_102847,Trial_2,Chamber1,,,Sound 2,13,24.5,4.75,81.67,5.49,0,128,APOE44HN,male,Sedentary,Control,20.0,15.266666666666700
220808_3,VF082922_102847,Trial_2,Chamber1,,,Sound 3,11,23.833,4.62,79.44,7.06,0,105,APOE44HN,male,Sedentary,Control,20.0,15.266666666666700
220808_3,VF082922_102847,Trial_2,Chamber1,,,Shock 1,0,0.0,0.0,0.0,305.93,10,1101,APOE44HN,male,Sedentary,Control,20.0,15.266666666666700
220808_3,VF082922_102847,Trial_2,Chamber1,,,Shock 2,0,0.0,0.0,0.0,229.23,1,923,APOE44HN,male,Sedentary,Control,20.0,15.266666666666700
220808_3,VF082922_102847,Trial_2,Chamber1,,,Shock 3,0,0.0,0.0,0.0,457.13,0,2001,APOE44HN,male,Sedentary,Control,20.0,15.266666666666700
