Animal ID,context_memory_day1_freezing,Genotype,Sex,Lifestyle,Diet,Weight,Age_Months,day0_sound1_freezing,day0_sound2_freezing,day0_sound3_freezing,learning_slope_sound1_to_3,learning_intercept,learning_r,learning_p,learning_mean_sound1_to_3,learning_auc_sound1_to_3,learning_delta_sound3_minus_sound1,day2_acclimation_freezing,day2_cstone_freezing,day2_exploration_freezing,cue_memory_delta_cstone_minus_acclimation,cue_memory_delta_cstone_minus_exploration,baseline_day0_sound1_freezing,baseline_day2_acclimation_freezing,PHENO_learning,PHENO_context_memory,PHENO_cue_memory,PHENO_cue_memory_vs_exploration
220307_16,97.56,APOE33HN,male,Sedentary,Control,33.0,21.33,7.56,37.33,86.56,39.5,-35.18333333333334,0.9900378631508234,0.0899357942750036,43.81666666666666,84.39,79.0,33.13,37.36,3.07,4.229999999999997,34.29,7.56,33.13,39.5,97.56,4.229999999999997,34.29
220307_17,69.5,APOE33HN,male,Sedentary,Control,32.0,21.33,0.0,8.11,45.67,22.835,-27.743333333333336,0.9371582743477546,0.22689250796082644,17.926666666666666,30.945,45.67,0.0,11.26,4.96,11.26,6.3,0.0,0.0,22.835,69.5,11.26,6.3
220307_2,90.62,APOE33HN,female ,Sedentary,Control,26.0,20.83,0.0,39.44,45.0,22.5,-16.853333333333335,0.9171042604092757,0.26104055726104086,28.146666666666665,61.94,45.0,15.89,42.03,5.54,26.14,36.49,0.0,15.89,22.5,90.62,26.14,36.49
220307_4,96.68,APOE33HN,female ,Sedentary,Control,26.0,20.83,8.11,36.56,81.0,36.445,-31.0,0.992074570338732,0.08020358429269693,41.89,81.11500000000001,72.89,14.56,22.65,11.54,8.089999999999998,11.11,8.11,14.56,36.445,96.68,8.089999999999998,11.11
220307_5,80.76,APOE33HN,female ,Sedentary,Control,25.0,20.83,0.0,16.11,45.11,22.555,-24.703333333333333,0.9866631728827747,0.1040890972496675,20.406666666666666,38.665,45.11,6.61,24.83,4.41,18.22,20.419999999999998,0.0,6.61,22.555,80.76,18.22,20.419999999999998
220307_6,99.82,APOE22HN,male,Sedentary,Control,29.0,19.43,36.11,73.33,100.0,31.945,5.923333333333332,0.9954862275080698,0.06051018041104384,69.81333333333333,141.385,63.89,32.56,37.18,8.26,4.619999999999997,28.92,36.11,32.56,31.945,99.82,4.619999999999997,28.92
220307_7,93.79,APOE22HN,male,Sedentary,Control,31.0,19.43,0.0,54.11,30.0,15.0,-1.9633333333333347,0.553334517845735,0.6267102560095745,28.036666666666665,69.11,30.0,43.41,28.56,2.8,-14.849999999999998,25.759999999999998,0.0,43.41,15.0,93.79,-14.849999999999998,25.759999999999998
220307_8,98.89,APOE22HN,male,Sedentary,Control,30.0,19.43,22.56,96.67,88.0,32.72,3.6366666666666703,0.8075585328834642,0.4015769471552178,69.07666666666667,151.95000000000002,65.44,13.5,54.23,7.35,40.73,46.879999999999995,22.56,13.5,32.72,98.89,40.73,46.879999999999995
220307_9,82.67,APOE22HN,female ,Sedentary,Control,27.0,19.43,0.0,7.33,54.11,27.055,-33.629999999999995,0.9216761237501395,0.2536404109196188,20.48,34.385,54.11,12.28,27.32,7.98,15.040000000000001,19.34,0.0,12.28,27.055,82.67,15.040000000000001,19.34
220404_1,91.42,APOE22,female ,Sedentary,HFD,30.0,14.8,23.44,73.56,73.11,24.834999999999997,7.033333333333346,0.8620937922779786,0.33830563432486577,56.70333333333334,121.83500000000001,49.67,7.59,33.72,5.79,26.13,27.93,23.44,7.59,24.834999999999997,91.42,26.13,27.93
220404_10,82.99,APOE22,male,Sedentary,HFD,48.0,14.4,1.78,52.44,58.67,28.444999999999997,-19.25999999999999,0.9116143911496503,0.2696732164574738,37.63,82.66499999999999,56.89,7.89,34.73,4.76,26.839999999999996,29.97,1.78,7.89,28.444999999999997,82.99,26.839999999999996,29.97
220404_11,97.32,APOE22HN,male,Sedentary,Control,32.0,21.2333333333333,5.56,74.11,89.78,42.11,-27.73666666666667,0.9401341615848,0.22139889653927394,56.48333333333333,121.78,84.22,19.44,23.52,4.02,4.079999999999998,19.5,5.56,19.44,42.11,97.32,4.079999999999998,19.5
220404_12,92.53,APOE22HN,male,Sedentary,Control,,18.8,4.11,15.78,76.11,36.0,-40.0,0.9315938181233226,0.23683732397991186,32.0,55.89,72.0,15.06,38.68,6.82,23.619999999999997,31.86,4.11,15.06,36.0,92.53,23.619999999999997,31.86
220404_13,87.86,APOE22HN,male,Sedentary,Control,35.0,21.2333333333333,25.89,57.44,77.44,25.774999999999995,2.0400000000000063,0.9917368372083959,0.08189696037612677,53.589999999999996,109.10499999999999,51.55,4.28,17.07,5.5,12.79,11.57,25.89,4.28,25.774999999999995,87.86,12.79,11.57
220404_2,85.69,APOE22,female ,Sedentary,HFD,37.0,14.8,3.44,7.22,49.22,22.89,-25.820000000000004,0.9008161918463601,0.28593821923579,19.959999999999997,33.55,45.78,17.63,29.71,3.76,12.080000000000002,25.950000000000003,3.44,17.63,22.89,85.69,12.080000000000002,25.950000000000003
220404_3,96.59,APOE22,female ,Sedentary,HFD,40.0,14.8,11.0,82.89,98.22,43.61,-23.183333333333323,0.9365146197672989,0.22806404120606732,64.03666666666668,137.5,87.22,12.37,40.88,2.99,28.510000000000005,37.89,11.0,12.37,43.61,96.59,28.510000000000005,37.89
220404_4,83.93,APOE22,female ,Sedentary,HFD,39.0,14.8,1.22,21.44,42.33,20.555,-19.44666666666667,0.9999557335633433,0.005990099063071984,21.66333333333333,43.214999999999996,41.11,45.91,29.66,5.74,-16.249999999999996,23.92,1.22,45.91,20.555,83.93,-16.249999999999996,23.92
220404_5,99.02,APOE22,female ,Sedentary,HFD,29.0,12.2666666666667,24.33,47.44,95.56,35.615,-15.45333333333334,0.980065253295909,0.1273281988019106,55.776666666666664,107.38499999999999,71.23,40.09,25.82,4.13,-14.270000000000003,21.69,24.33,40.09,35.615,99.02,-14.270000000000003,21.69
220404_6,97.66,APOE22,male,Sedentary,HFD,43.0,14.8,0.0,43.89,81.67,40.835,-39.81666666666667,0.9990684656186722,0.02748073120475407,41.85333333333333,84.725,81.67,11.11,53.37,7.29,42.26,46.08,0.0,11.11,40.835,97.66,42.26,46.08
220404_7,98.56,APOE22,male,Sedentary,HFD,51.0,14.8,16.33,75.11,91.22,37.445,-14.003333333333337,0.9499232765006262,0.20232161480460825,60.88666666666666,128.885,74.89,9.56,44.33,2.05,34.769999999999996,42.28,16.33,9.56,37.445,98.56,34.769999999999996,42.28
220404_8,91.56,APOE22,male,Sedentary,HFD,41.0,14.4,1.33,37.78,58.11,28.39,-24.373333333333335,0.986831300641665,0.10342947211918413,32.406666666666666,67.5,56.78,10.85,46.71,6.93,35.86,39.78,1.33,10.85,28.39,91.56,35.86,39.78
220404_9,78.67,APOE22,male,Sedentary,HFD,39.0,14.4,18.78,54.22,86.67,33.945,-14.666666666666664,0.999676876181167,0.016184202440590226,53.223333333333336,106.945,67.89,17.24,60.25,12.9,43.010000000000005,47.35,18.78,17.24,33.945,78.67,43.010000000000005,47.35
220509_1,88.77,APOE22,male,Sedentary,HFD,40.0,20.23333333,0.0,26.11,25.11,12.555,-8.036666666666665,0.8486323762242829,0.3548530087890287,17.073333333333334,38.665,25.11,11.65,22.81,6.52,11.159999999999998,16.29,0.0,11.65,12.555,88.77,11.159999999999998,16.29
220509_10,60.83,APOE33,female,Sedentary,HFD,28.0,20.36666667,0.0,4.44,24.78,12.39,-15.040000000000001,0.9377229806379471,0.2258598810513098,9.74,16.830000000000002,24.78,2.56,29.71,1.45,27.150000000000002,28.26,0.0,2.56,12.39,60.83,27.150000000000002,28.26
220509_11,96.42,APOE44,female,Sedentary,Control,29.0,19.53333333,5.0,22.89,70.0,32.5,-32.37,0.9679305802095166,0.16166208952656233,32.63,60.39,65.0,23.5,35.49,4.18,11.990000000000002,31.310000000000002,5.0,23.5,32.5,96.42,11.990000000000002,31.310000000000002
220509_12,43.46,APOE22,female,Sedentary,Control,25.0,13.4,9.11,8.44,34.33,12.61,-7.926666666666666,0.8544524713649116,0.3477855697464133,17.293333333333333,30.159999999999997,25.22,4.96,31.46,3.46,26.5,28.0,9.11,4.96,12.61,43.46,26.5,28.0
220509_13,87.86,APOE22,female,Sedentary,Control,26.0,13.16666667,32.22,77.11,82.78,25.279999999999998,13.47666666666668,0.9126517737708076,0.268062017487266,64.03666666666668,134.60999999999999,50.56,5.76,39.64,7.55,33.88,32.09,32.22,5.76,25.279999999999998,87.86,33.88,32.09
220509_14,72.38,APOE22,female,Sedentary,Control,26.0,13.16666667,0.0,1.11,28.56,14.28,-18.67,0.8826683524245388,0.3114895593198996,9.889999999999999,15.389999999999999,28.56,18.46,48.75,6.89,30.29,41.86,0.0,18.46,14.28,72.38,30.29,41.86
220509_4,53.77,APOE22,female,Sedentary,HFD,27.0,20.23333333,0.0,1.78,35.44,17.72,-23.03333333333333,0.8874511336691768,0.30494794953767895,12.406666666666666,19.5,35.44,7.85,21.86,7.99,14.01,13.87,0.0,7.85,17.72,53.77,14.01,13.87
220509_6,79.92,APOE22,female,Sedentary,HFD,42.0,20.23333333,11.78,34.78,71.78,30.0,-20.553333333333335,0.9910475954695591,0.08524904085048579,39.446666666666665,76.56,60.0,29.37,27.58,5.33,-1.7900000000000027,22.25,11.78,29.37,30.0,79.92,-1.7900000000000027,22.25
220509_7,83.97,APOE33,male,Sedentary,HFD,52.0,21.46666667,2.22,63.11,78.11,37.945,-28.076666666666668,0.9441175573834655,0.2138337782425191,47.81333333333333,103.275,75.89,28.91,42.71,7.47,13.8,35.24,2.22,28.91,37.945,83.97,13.8,35.24
220509_8,99.21,APOE33,female,Sedentary,HFD,34.0,20.36666667,9.67,22.89,88.0,39.165,-38.14333333333333,0.9340160324590222,0.232558275461598,40.18666666666667,71.725,78.33,16.19,40.13,7.96,23.94,32.17,9.67,16.19,39.165,99.21,23.94,32.17
220606_1,95.87,APOE33HN,male,Sedentary,Control,33.0,19.4,30.33,35.67,70.89,20.28,5.069999999999993,0.9202228639105915,0.25601461235493816,45.629999999999995,86.28,40.56,24.44,23.13,7.93,-1.3100000000000023,15.2,30.33,24.44,20.28,95.87,-1.3100000000000023,15.2
220606_10,66.47,APOE44,female,Sedentary,Control,26.0,20.6,0.0,32.44,54.67,27.335,-25.633333333333336,0.9942371771373079,0.06837881027947622,29.036666666666665,59.775,54.67,18.52,32.92,3.66,14.400000000000002,29.26,0.0,18.52,27.335,66.47,14.400000000000002,29.26
220606_11,98.97,APOE22,male,Sedentary,Control,30.0,14.2666666666667,67.67,75.89,99.67,16.0,49.07666666666667,0.9627796678995365,0.17423747901946804,81.07666666666667,159.56,32.0,18.56,35.02,4.75,16.460000000000004,30.270000000000003,67.67,18.56,16.0,98.97,16.460000000000004,30.270000000000003
220606_12,84.94,APOE22,male,Sedentary,Control,31.0,14.2666666666667,0.0,9.33,74.33,37.165,-46.44333333333333,0.9178642931129795,0.2598241492754995,27.886666666666667,46.495,74.33,18.11,23.05,2.9,4.940000000000001,20.150000000000002,0.0,18.11,37.165,84.94,4.940000000000001,20.150000000000002
220606_13,96.33,APOE22,male,Sedentary,Control,31.0,14.2666666666667,5.44,60.33,88.0,41.28,-31.30333333333334,0.9823609549851811,0.11974933432748715,51.25666666666666,107.04999999999998,82.56,20.59,37.31,2.19,16.720000000000002,35.120000000000005,5.44,20.59,41.28,96.33,16.720000000000002,35.120000000000005
220606_14,45.7,APOE22,male,Sedentary,Control,33.0,14.2666666666667,14.33,29.44,56.0,20.835,-8.413333333333334,0.9876488280969192,0.1001606705557286,33.25666666666667,64.605,41.67,3.54,37.68,7.18,34.14,30.5,14.33,3.54,20.835,45.7,34.14,30.5
220606_2,84.24,APOE44HN,female,Sedentary,Control,30.0,20.6333333333333,0.0,18.0,69.56,34.78,-40.373333333333335,0.9633260504434169,0.17294589264233046,29.186666666666667,52.78,69.56,41.15,22.27,2.64,-18.88,19.63,0.0,41.15,34.78,84.24,-18.88,19.63
220606_3,89.34,APOE44HN,female,Sedentary,Control,32.0,20.6333333333333,5.67,15.89,36.89,15.61,-11.736666666666665,0.980702295654617,0.1252705073537145,19.483333333333334,37.17,31.22,26.0,24.85,6.82,-1.1499999999999986,18.03,5.67,26.0,15.61,89.34,-1.1499999999999986,18.03
220606_4,71.14,APOE44HN,female,Sedentary,Control,28.0,20.6333333333333,0.0,4.11,31.89,15.944999999999999,-19.889999999999997,0.9191581993712888,0.25774083276923504,12.0,20.055,31.89,2.5,12.69,1.88,10.19,10.809999999999999,0.0,2.5,15.944999999999999,71.14,10.19,10.809999999999999
220606_5,85.78,APOE44HN,female,Sedentary,Control,32.0,20.6,0.0,49.78,62.89,31.444999999999997,-25.33333333333333,0.9477382886409663,0.20672677831278993,37.556666666666665,81.225,62.89,2.57,12.3,4.79,9.73,7.510000000000001,0.0,2.57,31.444999999999997,85.78,9.73,7.510000000000001
220606_6,63.64,APOE44HN,female,Sedentary,Control,26.0,20.6,0.0,4.22,32.11,16.055,-20.0,0.9201334580921094,0.2561599955788895,12.11,20.275,32.11,9.54,25.87,8.2,16.330000000000002,17.67,0.0,9.54,16.055,63.64,16.330000000000002,17.67
220606_7,90.79,APOE44,male,Sedentary,HFD,40.0,20.6,6.33,33.0,85.89,39.78,-37.82,0.982375227737282,0.11970073323386983,41.74,79.11,79.56,8.74,29.93,5.99,21.189999999999998,23.939999999999998,6.33,8.74,39.78,90.79,21.189999999999998,23.939999999999998
220606_8,69.84,APOE44,male,Sedentary,HFD,48.0,20.6,0.0,35.0,76.0,38.0,-39.0,0.9989628346388236,0.02899724020730144,37.0,73.0,76.0,11.91,26.91,5.38,15.0,21.53,0.0,11.91,38.0,69.84,15.0,21.53
220606_9,88.31,APOE44,female,Sedentary,Control,28.0,20.6,18.22,37.89,67.11,24.445,-7.81666666666667,0.9937006374670122,0.0714943410336576,41.07333333333333,80.555,48.89,12.96,28.72,3.71,15.759999999999998,25.009999999999998,18.22,12.96,24.445,88.31,15.759999999999998,25.009999999999998
220808_1,99.43,APOE44HN,male,Sedentary,Control,22.0,15.2666666666667,57.22,63.44,96.67,19.725,32.993333333333325,0.92997910275413,0.23964935864304338,72.44333333333333,140.385,39.45,21.94,25.45,3.14,3.509999999999998,22.31,57.22,21.94,19.725,99.43,3.509999999999998,22.31
220808_10,98.41,APOE22HN,female,Sedentary,HFD,25.0,19.1,1.56,6.44,49.33,23.884999999999998,-28.659999999999997,0.9087006185845723,0.2741511138866877,19.11,31.884999999999998,47.769999999999996,4.61,7.77,2.25,3.1599999999999993,5.52,1.56,4.61,23.884999999999998,98.41,3.1599999999999993,5.52
220808_11,99.27,APOE22HN,female,Sedentary,HFD,39.0,19.1,14.0,40.33,94.0,40.0,-30.556666666666672,0.9810850165936755,0.12401809200240861,49.44333333333333,94.32999999999998,80.0,2.11,16.56,5.12,14.45,11.439999999999998,14.0,2.11,40.0,99.27,14.45,11.439999999999998
220808_12,99.76,APOE22HN,female,Sedentary,HFD,32.0,19.1,1.44,11.44,79.11,38.835,-47.006666666666675,0.9191079767916098,0.25782199260666466,30.66333333333333,51.714999999999996,77.67,16.65,52.49,15.87,35.84,36.620000000000005,1.44,16.65,38.835,99.76,35.84,36.620000000000005
220808_13,99.96,APOE22HN,male,Sedentary,HFD,37.0,20.4,11.56,98.22,97.33,42.885,-16.73333333333332,0.8615209735439114,0.33902456624127936,69.03666666666668,152.66500000000002,85.77,17.94,41.59,5.56,23.650000000000002,36.03,11.56,17.94,42.885,99.96,23.650000000000002,36.03
220808_14,98.96,APOE22HN,male,Sedentary,HFD,49.0,20.4,0.0,14.11,16.11,8.055,-6.036666666666667,0.9173329564183406,0.2606750999701865,10.073333333333332,22.165,16.11,13.17,41.09,11.9,27.92,29.190000000000005,0.0,13.17,8.055,98.96,27.92,29.190000000000005
220808_15,97.67,APOE22HN,male,Sedentary,HFD,47.0,20.4,29.67,82.22,99.56,34.945,0.5933333333333337,0.9602068420084392,0.180198059401406,70.48333333333333,146.835,69.89,13.2,34.58,5.54,21.38,29.04,29.67,13.2,34.945,97.67,21.38,29.04
220808_16,98.84,APOE22HN,male,Sedentary,HFD,38.0,20.4,11.78,23.0,70.67,29.445,-23.740000000000002,0.9416797271137088,0.218493495617111,35.15,64.225,58.89,28.89,27.98,7.61,-0.9100000000000001,20.37,11.78,28.89,29.445,98.84,-0.9100000000000001,20.37
220808_17,99.91,APOE22HN,male,Sedentary,HFD,46.0,20.4,34.67,97.33,99.44,32.385,12.376666666666665,0.8800033152540225,0.3150804072968322,77.14666666666666,164.385,64.77,10.3,47.57,10.45,37.269999999999996,37.120000000000005,34.67,10.3,32.385,99.91,37.269999999999996,37.120000000000005
220808_2,99.62,APOE44HN,male,Sedentary,Control,18.0,15.2666666666667,40.22,41.67,58.56,9.170000000000002,28.47666666666666,0.8993869354019184,0.2880266746951547,46.81666666666666,91.06,18.340000000000003,43.26,45.5,9.89,2.240000000000002,35.61,40.22,43.26,9.170000000000002,99.62,2.240000000000002,35.61
220808_3,99.96,APOE44HN,male,Sedentary,Control,20.0,15.2666666666667,39.67,81.67,79.44,19.884999999999998,27.156666666666666,0.8414692622101502,0.3633822573055307,66.92666666666666,141.22500000000002,39.769999999999996,13.81,46.94,3.67,33.129999999999995,43.269999999999996,39.67,13.81,19.884999999999998,99.96,33.129999999999995,43.269999999999996
220808_4,98.76,APOE44HN,male,Sedentary,Control,27.0,15.2666666666667,2.22,20.89,65.33,31.555,-33.629999999999995,0.9733176887767051,0.14739313879748958,29.48,54.665,63.11,12.07,37.59,5.07,25.520000000000003,32.52,2.22,12.07,31.555,98.76,25.520000000000003,32.52
220808_5,99.18,APOE44HN,male,Sedentary,Control,30.0,15.2666666666667,26.22,73.22,89.56,31.67,-0.3400000000000034,0.9630967143760499,0.17348915890900726,63.0,131.11,63.34,1.46,35.97,4.82,34.51,31.15,26.22,1.46,31.67,99.18,34.51,31.15
220808_6,96.03,APOE22HN,female,Sedentary,Control,27.0,21.5,0.0,8.89,38.11,19.055,-22.443333333333335,0.955698778371916,0.19020392290309301,15.666666666666666,27.945,38.11,14.04,28.3,7.38,14.260000000000002,20.92,0.0,14.04,19.055,96.03,14.260000000000002,20.92
220808_7,93.56,APOE22HN,female,Sedentary,Control,24.0,21.5,18.33,28.78,57.0,19.335,-3.9666666666666686,0.9665607739777544,0.1650976621319978,34.70333333333333,66.445,38.67,0.26,19.98,4.6,19.72,15.38,18.33,0.26,19.335,93.56,19.72,15.38
220808_8,89.67,APOE22HN,female,Sedentary,Control,28.0,21.5,0.0,3.78,38.0,19.0,-24.07333333333333,0.9076312068737281,0.2757774743967894,13.926666666666668,22.78,38.0,6.57,17.75,4.04,11.18,13.71,0.0,6.57,19.0,89.67,11.18,13.71
220808_9,99.14,APOE22HN,female,Sedentary,HFD,41.0,19.3,26.56,59.56,89.33,31.384999999999998,-4.286666666666669,0.9995589760632149,0.01890785068837284,58.48333333333333,117.505,62.769999999999996,25.15,45.26,10.42,20.11,34.839999999999996,26.56,25.15,31.384999999999998,99.14,20.11,34.839999999999996
220905_1,90.29,APOE44,male,Sedentary,HFD,45.0,20.2,,,,,,,,,,,5.33,29.92,3.07,24.590000000000003,26.85,,5.33,,90.29,24.590000000000003,26.85
220905_10,96.72,APOE22HN,male,Sedentary,Control,32.0,20.4,,,,,,,,,,,32.65,28.28,2.89,-4.369999999999997,25.39,,32.65,,96.72,-4.369999999999997,25.39
220905_11,99.32,APOE22HN,male,Sedentary,Control,32.0,20.4,,,,,,,,,,,58.61,25.28,6.41,-33.33,18.87,,58.61,,99.32,-33.33,18.87
220905_12,95.21,APOE22HN,male,Sedentary,Control,33.0,20.4,,,,,,,,,,,34.87,49.43,7.28,14.560000000000002,42.15,,34.87,,95.21,14.560000000000002,42.15
220905_13,99.49,APOE33,female,Exercise,Control,,17.5,,,,,,,,,,,13.37,59.13,14.06,45.760000000000005,45.07,,13.37,,99.49,45.760000000000005,45.07
220905_14,97.49,APOE33,female,Exercise,Control,,17.7666666666667,,,,,,,,,,,33.63,55.38,11.07,21.75,44.31,,33.63,,97.49,21.75,44.31
220905_15,98.13,APOE33,female,Exercise,Control,,17.7666666666667,,,,,,,,,,,9.59,44.94,8.48,35.349999999999994,36.459999999999994,,9.59,,98.13,35.349999999999994,36.459999999999994
220905_16,98.01,APOE33,female,Exercise,Control,,17.5,,,,,,,,,,,22.65,52.79,12.19,30.14,40.6,,22.65,,98.01,30.14,40.6
220905_17,98.44,APOE33,female,Exercise,Control,,17.5,,,,,,,,,,,0.67,40.7,1.19,40.03,39.510000000000005,,0.67,,98.44,40.03,39.510000000000005
220905_18,91.79,APOE44HN,male,Sedentary,Control,,18.2666666666667,,,,,,,,,,,15.13,27.31,2.06,12.179999999999998,25.25,,15.13,,91.79,12.179999999999998,25.25
220905_19,93.62,APOE44HN,male,Sedentary,Control,,18.2666666666667,,,,,,,,,,,14.8,5.51,1.12,-9.290000000000001,4.39,,14.8,,93.62,-9.290000000000001,4.39
220905_2,67.22,APOE44,female,Sedentary,HFD,37.0,20.2,,,,,,,,,,,7.26,25.89,2.47,18.630000000000003,23.42,,7.26,,67.22,18.630000000000003,23.42
220905_20,69.17,APOE44HN,male,Sedentary,Control,,18.2,,,,,,,,,,,5.09,27.22,2.1,22.13,25.119999999999997,,5.09,,69.17,22.13,25.119999999999997
220905_21,99.67,APOE44,female,Exercise,Control,,17.5,,,,,,,,,,,13.94,44.23,6.41,30.29,37.81999999999999,,13.94,,99.67,30.29,37.81999999999999
220905_22,88.18,APOE44,female,Exercise,Control,,17.5,,,,,,,,,,,7.19,25.62,1.77,18.43,23.85,,7.19,,88.18,18.43,23.85
220905_23,98.44,APOE44,male,Exercise,Control,,17.3,,,,,,,,,,,6.87,24.81,2.34,17.939999999999998,22.47,,6.87,,98.44,17.939999999999998,22.47
220905_24,93.1,APOE44,male,Exercise,Control,,17.3,,,,,,,,,,,19.76,40.28,2.46,20.52,37.82,,19.76,,93.1,20.52,37.82
220905_25,96.87,APOE44,male,Exercise,Control,,17.3,,,,,,,,,,,2.81,40.35,0.89,37.54,39.46,,2.81,,96.87,37.54,39.46
220905_26,90.51,APOE33HN,female,Exercise,Control,,18.0333333333333,,,,,,,,,,,3.37,11.69,0.73,8.32,10.959999999999999,,3.37,,90.51,8.32,10.959999999999999
220905_27,97.92,APOE33HN,female,Exercise,Control,,18.0333333333333,,,,,,,,,,,2.8,26.82,1.75,24.02,25.07,,2.8,,97.92,24.02,25.07
220905_28,79.91,APOE33HN,female,Exercise,Control,,18.0333333333333,,,,,,,,,,,2.06,33.78,3.11,31.720000000000002,30.67,,2.06,,79.91,31.720000000000002,30.67
220905_29,88.29,APOE33HN,female,Exercise,Control,,18.0333333333333,,,,,,,,,,,0.52,14.39,1.8,13.870000000000001,12.59,,0.52,,88.29,13.870000000000001,12.59
220905_3,93.03,APOE44,male,Sedentary,HFD,36.0,20.2,,,,,,,,,,,15.54,31.29,5.91,15.75,25.38,,15.54,,93.03,15.75,25.38
220905_4,97.57,APOE33HN,male,Exercise,Control,34.0,18.0666666666667,,,,,,,,,,,28.87,21.67,2.24,-7.199999999999999,19.43,,28.87,,97.57,-7.199999999999999,19.43
220905_5,96.01,APOE33HN,male,Exercise,Control,32.0,18.0666666666667,,,,,,,,,,,10.39,19.81,1.44,9.419999999999998,18.369999999999997,,10.39,,96.01,9.419999999999998,18.369999999999997
220905_6,76.91,APOE33HN,male,Exercise,Control,33.0,18.0666666666667,,,,,,,,,,,2.98,17.29,3.13,14.309999999999999,14.16,,2.98,,76.91,14.309999999999999,14.16
220905_7,84.1,APOE44,male,Sedentary,HFD,45.0,20.2,,,,,,,,,,,1.81,19.34,0.72,17.53,18.62,,1.81,,84.1,17.53,18.62
220905_8,93.68,APOE44,female,Sedentary,HFD,37.0,20.2,,,,,,,,,,,23.41,21.95,1.99,-1.4600000000000009,19.96,,23.41,,93.68,-1.4600000000000009,19.96
220905_9,99.37,APOE44,male,Sedentary,HFD,36.0,20.2,,,,,,,,,,,20.0,28.76,3.53,8.760000000000002,25.23,,20.0,,99.37,8.760000000000002,25.23
221101_1,98.8,APOE44,male,Sedentary,HFD,44.0,13.1333333333333,2.22,5.89,12.56,5.17,-3.4499999999999993,0.9862587546072542,0.10565905895322815,6.890000000000001,13.28,10.34,7.15,19.74,3.06,12.589999999999998,16.68,2.22,7.15,5.17,98.8,12.589999999999998,16.68
221101_10,95.33,APOE44,male,Exercise,Control,,19.4,0.0,12.0,27.11,13.554999999999998,-14.073333333333329,0.9978138270859926,0.04210333788625394,13.036666666666667,25.555,27.11,15.09,20.01,2.12,4.920000000000002,17.89,0.0,15.09,13.554999999999998,95.33,4.920000000000002,17.89
221101_11,98.18,APOE44,male,Exercise,Control,,19.4,2.33,16.89,35.67,16.67,-15.043333333333337,0.9973404556957184,0.04644030192852914,18.296666666666667,35.89,33.34,1.39,21.3,2.97,19.91,18.330000000000002,2.33,1.39,16.67,98.18,19.91,18.330000000000002
221101_12,92.33,APOE44,male,Exercise,Control,,19.4,1.11,5.33,31.89,15.39,-18.003333333333337,0.9222984006142994,0.252617337958648,12.776666666666666,21.83,30.78,2.8,19.24,3.26,16.439999999999998,15.979999999999999,1.11,2.8,15.39,92.33,16.439999999999998,15.979999999999999
221101_13,98.33,APOE22HN,female,Sedentary,Control,,15.6666666666667,0.0,35.44,48.56,24.28,-20.560000000000002,0.9665458050257697,0.16513481924435808,28.0,59.72,48.56,5.52,36.32,3.96,30.8,32.36,0.0,5.52,24.28,98.33,30.8,32.36
221101_14,90.94,APOE22HN,female,Sedentary,Control,,15.6666666666667,3.78,16.78,42.0,19.11,-17.366666666666664,0.9833857618131281,0.1162086527383813,20.853333333333335,39.67,38.22,26.59,29.41,6.04,2.8200000000000003,23.37,3.78,26.59,19.11,90.94,2.8200000000000003,23.37
221101_15,98.11,APOE22HN,male,Sedentary,Control,,15.6666666666667,7.78,35.11,30.11,11.165,2.003333333333334,0.7672504278000898,0.4432486927129947,24.333333333333332,54.055,22.33,23.5,24.01,5.15,0.5100000000000016,18.86,7.78,23.5,11.165,98.11,0.5100000000000016,18.86
221101_16,95.77,APOE22HN,male,Sedentary,Control,,15.6666666666667,1.67,8.44,44.0,21.165,-24.293333333333333,0.930809320137219,0.23820748185644866,18.036666666666665,31.275,42.33,19.44,22.75,3.39,3.3099999999999987,19.36,1.67,19.44,21.165,95.77,3.3099999999999987,19.36
221101_17,96.0,APOE22HN,male,Sedentary,Control,,15.6666666666667,7.89,47.89,68.44,30.274999999999995,-19.143333333333324,0.9832339993806014,0.1167396845132453,41.406666666666666,86.055,60.55,7.72,17.29,5.89,9.57,11.399999999999999,7.89,7.72,30.274999999999995,96.0,9.57,11.399999999999999
221101_18,74.61,APOE22HN,male,Sedentary,Control,,15.6666666666667,1.67,13.89,24.0,11.165,-9.14333333333333,0.9985151994683273,0.03469628123252324,13.186666666666667,26.725,22.33,9.76,30.25,0.95,20.490000000000002,29.3,1.67,9.76,11.165,74.61,20.490000000000002,29.3
221101_19,97.17,APOE22HN,male,Sedentary,Control,,15.6666666666667,13.56,16.11,68.78,27.61,-22.40333333333333,0.8857521833538586,0.3072863574905642,32.81666666666667,57.28,55.22,18.98,34.73,6.55,15.749999999999996,28.179999999999996,13.56,18.98,27.61,97.17,15.749999999999996,28.179999999999996
221101_2,84.73,APOE44,male,Sedentary,HFD,41.0,13.1333333333333,0.0,0.0,9.44,4.72,-6.293333333333333,0.8660254037844387,0.33333333333333326,3.1466666666666665,4.72,9.44,8.07,20.42,2.38,12.350000000000001,18.040000000000003,0.0,8.07,4.72,84.73,12.350000000000001,18.040000000000003
